image_id,hotel_id
000008470.jpg,16593
000008469.jpg,16593
000008468.jpg,16593
000008471_dalleaugment_1.jpg,16593
000008471_dalleaugment_2.jpg,16593
000008471_dalleaugment_3.jpg,16593
000007378.jpg,199078
000007376.jpg,199078
000007377.jpg,199078
000007375.jpg,199078
000007377_dalleaugment_1.jpg,199078
000007377_dalleaugment_2.jpg,199078
000007377_dalleaugment_3.jpg,199078
000007257.jpg,201241
000007258.jpg,201241
000007258_dalleaugment_1.jpg,201241
000007258_dalleaugment_2.jpg,201241
000007258_dalleaugment_3.jpg,201241
000003037.jpg,245978
000003040.jpg,245978
000003038.jpg,245978
000003039.jpg,245978
000003038_dalleaugment_1.jpg,245978
000003038_dalleaugment_2.jpg,245978
000003038_dalleaugment_3.jpg,245978
000005519.jpg,688350
000005518.jpg,688350
000005516.jpg,688350
000005517.jpg,688350
000005518_dalleaugment_1.jpg,688350
000005518_dalleaugment_2.jpg,688350
000005518_dalleaugment_3.jpg,688350
000001254.jpg,18718
000001254_dalleaugment_1.jpg,18718
000001254_dalleaugment_2.jpg,18718
000001254_dalleaugment_3.jpg,18718
000001254_dalleaugment_4.jpg,18718
000008482.jpg,88414
000008483.jpg,88414
000008481.jpg,88414
000008480.jpg,88414
000008480_dalleaugment_1.jpg,88414
000008480_dalleaugment_2.jpg,88414
000008480_dalleaugment_3.jpg,88414
000002956.jpg,35263
000002957.jpg,35263
000002959.jpg,35263
000002958.jpg,35263
000002957_dalleaugment_1.jpg,35263
000002957_dalleaugment_2.jpg,35263
000002957_dalleaugment_3.jpg,35263
000004001.jpg,8903
000004000.jpg,8903
000003998.jpg,8903
000003999.jpg,8903
000004001_dalleaugment_1.jpg,8903
000004001_dalleaugment_2.jpg,8903
000004001_dalleaugment_3.jpg,8903
000000012.jpg,41199
000000013.jpg,41199
000000014.jpg,41199
000000015.jpg,41199
000000014_dalleaugment_1.jpg,41199
000000014_dalleaugment_2.jpg,41199
000000014_dalleaugment_3.jpg,41199
000005773.jpg,24820
000005776.jpg,24820
000005774.jpg,24820
000005775.jpg,24820
000005775_dalleaugment_1.jpg,24820
000005775_dalleaugment_2.jpg,24820
000005775_dalleaugment_3.jpg,24820
000006158.jpg,209080
000006159.jpg,209080
000006161.jpg,209080
000006160.jpg,209080
000006158_dalleaugment_1.jpg,209080
000006158_dalleaugment_2.jpg,209080
000006158_dalleaugment_3.jpg,209080
000002699.jpg,51418
000002700.jpg,51418
000002701.jpg,51418
000002702.jpg,51418
000002699_dalleaugment_1.jpg,51418
000002699_dalleaugment_2.jpg,51418
000002699_dalleaugment_3.jpg,51418
000006716.jpg,45323
000006717.jpg,45323
000006719.jpg,45323
000006718.jpg,45323
000006718_dalleaugment_1.jpg,45323
000006718_dalleaugment_2.jpg,45323
000006718_dalleaugment_3.jpg,45323
000005174.jpg,233811
000005171.jpg,233811
000005172.jpg,233811
000005173.jpg,233811
000005173_dalleaugment_1.jpg,233811
000005173_dalleaugment_2.jpg,233811
000005173_dalleaugment_3.jpg,233811
000015807.jpg,18855
000015809.jpg,18855
000015808.jpg,18855
000015807_dalleaugment_1.jpg,18855
000015807_dalleaugment_2.jpg,18855
000015807_dalleaugment_3.jpg,18855
000009379.jpg,10790
000009378.jpg,10790
000009376.jpg,10790
000009377.jpg,10790
000009378_dalleaugment_1.jpg,10790
000009378_dalleaugment_2.jpg,10790
000009378_dalleaugment_3.jpg,10790
000009357.jpg,688391
000009358.jpg,688391
000009358_dalleaugment_1.jpg,688391
000009358_dalleaugment_2.jpg,688391
000009358_dalleaugment_3.jpg,688391
000001958.jpg,45172
000001959.jpg,45172
000001960.jpg,45172
000001957.jpg,45172
000001957_dalleaugment_1.jpg,45172
000001957_dalleaugment_2.jpg,45172
000001957_dalleaugment_3.jpg,45172
000003185.jpg,16412
000003186.jpg,16412
000003187.jpg,16412
000003188.jpg,16412
000003186_dalleaugment_1.jpg,16412
000003186_dalleaugment_2.jpg,16412
000003186_dalleaugment_3.jpg,16412
000004692.jpg,309386
000004693.jpg,309386
000004691.jpg,309386
000004694.jpg,309386
000004691_dalleaugment_1.jpg,309386
000004691_dalleaugment_2.jpg,309386
000004691_dalleaugment_3.jpg,309386
000006661.jpg,84109
000006660.jpg,84109
000006662.jpg,84109
000006659.jpg,84109
000006661_dalleaugment_1.jpg,84109
000006661_dalleaugment_2.jpg,84109
000006661_dalleaugment_3.jpg,84109
000000570.jpg,22690
000000571.jpg,22690
000000573.jpg,22690
000000572.jpg,22690
000000573_dalleaugment_1.jpg,22690
000000573_dalleaugment_2.jpg,22690
000000573_dalleaugment_3.jpg,22690
000007287.jpg,35005
000007289.jpg,35005
000007288.jpg,35005
000007289_dalleaugment_1.jpg,35005
000007289_dalleaugment_2.jpg,35005
000007289_dalleaugment_3.jpg,35005
000010139.jpg,2284
000010142.jpg,2284
000010141.jpg,2284
000010140.jpg,2284
000010140_dalleaugment_1.jpg,2284
000010140_dalleaugment_2.jpg,2284
000010140_dalleaugment_3.jpg,2284
000010088.jpg,2317
000010085.jpg,2317
000010087.jpg,2317
000010086.jpg,2317
000010085_dalleaugment_1.jpg,2317
000010085_dalleaugment_2.jpg,2317
000010085_dalleaugment_3.jpg,2317
000005981.jpg,211268
000005982.jpg,211268
000005983.jpg,211268
000005981_dalleaugment_1.jpg,211268
000005981_dalleaugment_2.jpg,211268
000005981_dalleaugment_3.jpg,211268
000042418.jpg,305552
000042419.jpg,305552
000042421.jpg,305552
000042420.jpg,305552
000042419_dalleaugment_1.jpg,305552
000042419_dalleaugment_2.jpg,305552
000042419_dalleaugment_3.jpg,305552
000001256.jpg,37368
000001257.jpg,37368
000001255.jpg,37368
000001258.jpg,37368
000001256_dalleaugment_1.jpg,37368
000001256_dalleaugment_2.jpg,37368
000001256_dalleaugment_3.jpg,37368
000002039.jpg,41264
000002038.jpg,41264
000002036.jpg,41264
000002037.jpg,41264
000002039_dalleaugment_1.jpg,41264
000002039_dalleaugment_2.jpg,41264
000002039_dalleaugment_3.jpg,41264
000002415.jpg,688433
000002416.jpg,688433
000002417.jpg,688433
000002418.jpg,688433
000002418_dalleaugment_1.jpg,688433
000002418_dalleaugment_2.jpg,688433
000002418_dalleaugment_3.jpg,688433
000005156.jpg,309588
000005157.jpg,309588
000005155.jpg,309588
000005158.jpg,309588
000005158_dalleaugment_1.jpg,309588
000005158_dalleaugment_2.jpg,309588
000005158_dalleaugment_3.jpg,309588
000008381.jpg,201139
000008380.jpg,201139
000008381_dalleaugment_1.jpg,201139
000008381_dalleaugment_2.jpg,201139
000008381_dalleaugment_3.jpg,201139
000002822.jpg,84527
000002823.jpg,84527
000002824.jpg,84527
000002822_dalleaugment_1.jpg,84527
000002822_dalleaugment_2.jpg,84527
000002822_dalleaugment_3.jpg,84527
000006701.jpg,16712
000006702.jpg,16712
000006703.jpg,16712
000006704.jpg,16712
000006702_dalleaugment_1.jpg,16712
000006702_dalleaugment_2.jpg,16712
000006702_dalleaugment_3.jpg,16712
000003043.jpg,33007
000003042.jpg,33007
000003041.jpg,33007
000003044.jpg,33007
000003044_dalleaugment_1.jpg,33007
000003044_dalleaugment_2.jpg,33007
000003044_dalleaugment_3.jpg,33007
000004203.jpg,8237
000004202.jpg,8237
000004205.jpg,8237
000004204.jpg,8237
000004204_dalleaugment_1.jpg,8237
000004204_dalleaugment_2.jpg,8237
000004204_dalleaugment_3.jpg,8237
000000362.jpg,63830
000000363.jpg,63830
000000361.jpg,63830
000000360.jpg,63830
000000363_dalleaugment_1.jpg,63830
000000363_dalleaugment_2.jpg,63830
000000363_dalleaugment_3.jpg,63830
000004593.jpg,307643
000004592.jpg,307643
000004593_dalleaugment_1.jpg,307643
000004593_dalleaugment_2.jpg,307643
000004593_dalleaugment_3.jpg,307643
000004592_dalleaugment_1.jpg,307643
000004592_dalleaugment_2.jpg,307643
000004592_dalleaugment_3.jpg,307643
000003673.jpg,309812
000003672.jpg,309812
000003675.jpg,309812
000003674.jpg,309812
000003675_dalleaugment_1.jpg,309812
000003675_dalleaugment_2.jpg,309812
000003675_dalleaugment_3.jpg,309812
000008043.jpg,8549
000008042.jpg,8549
000008040.jpg,8549
000008041.jpg,8549
000008042_dalleaugment_1.jpg,8549
000008042_dalleaugment_2.jpg,8549
000008042_dalleaugment_3.jpg,8549
000005531.jpg,74087
000005530.jpg,74087
000005529.jpg,74087
000005528.jpg,74087
000005531_dalleaugment_1.jpg,74087
000005531_dalleaugment_2.jpg,74087
000005531_dalleaugment_3.jpg,74087
000006555.jpg,14480
000006554.jpg,14480
000006556.jpg,14480
000006557.jpg,14480
000006557_dalleaugment_1.jpg,14480
000006557_dalleaugment_2.jpg,14480
000006557_dalleaugment_3.jpg,14480
000008094.jpg,43174
000008095.jpg,43174
000008096.jpg,43174
000008093.jpg,43174
000008093_dalleaugment_1.jpg,43174
000008093_dalleaugment_2.jpg,43174
000008093_dalleaugment_3.jpg,43174
000008565.jpg,309441
000008564.jpg,309441
000008566.jpg,309441
000008563.jpg,309441
000008565_dalleaugment_1.jpg,309441
000008565_dalleaugment_2.jpg,309441
000008565_dalleaugment_3.jpg,309441
000008063.jpg,305391
000008064.jpg,305391
000008065.jpg,305391
000008066.jpg,305391
000008066_dalleaugment_1.jpg,305391
000008066_dalleaugment_2.jpg,305391
000008066_dalleaugment_3.jpg,305391
000001595.jpg,14623
000001594.jpg,14623
000001593.jpg,14623
000001592.jpg,14623
000001594_dalleaugment_1.jpg,14623
000001594_dalleaugment_2.jpg,14623
000001594_dalleaugment_3.jpg,14623
000010276.jpg,307564
000010277.jpg,307564
000010279.jpg,307564
000010278.jpg,307564
000010277_dalleaugment_1.jpg,307564
000010277_dalleaugment_2.jpg,307564
000010277_dalleaugment_3.jpg,307564
000007998.jpg,27073
000007996.jpg,27073
000007997.jpg,27073
000007995.jpg,27073
000007996_dalleaugment_1.jpg,27073
000007996_dalleaugment_2.jpg,27073
000007996_dalleaugment_3.jpg,27073
000001318.jpg,8909
000001319.jpg,8909
000001321.jpg,8909
000001320.jpg,8909
000001320_dalleaugment_1.jpg,8909
000001320_dalleaugment_2.jpg,8909
000001320_dalleaugment_3.jpg,8909
000000589.jpg,33178
000000588.jpg,33178
000000586.jpg,33178
000000587.jpg,33178
000000589_dalleaugment_1.jpg,33178
000000589_dalleaugment_2.jpg,33178
000000589_dalleaugment_3.jpg,33178
000003425.jpg,31086
000003427.jpg,31086
000003426.jpg,31086
000003428.jpg,31086
000003425_dalleaugment_1.jpg,31086
000003425_dalleaugment_2.jpg,31086
000003425_dalleaugment_3.jpg,31086
000006481.jpg,39370
000006480.jpg,39370
000006482.jpg,39370
000006479.jpg,39370
000006480_dalleaugment_1.jpg,39370
000006480_dalleaugment_2.jpg,39370
000006480_dalleaugment_3.jpg,39370
000043141.jpg,723
000043140.jpg,723
000043141_dalleaugment_1.jpg,723
000043141_dalleaugment_2.jpg,723
000043141_dalleaugment_3.jpg,723
000043140_dalleaugment_1.jpg,723
000043140_dalleaugment_2.jpg,723
000043140_dalleaugment_3.jpg,723
000005368.jpg,98723
000005367.jpg,98723
000005366.jpg,98723
000005367_dalleaugment_1.jpg,98723
000005367_dalleaugment_2.jpg,98723
000005367_dalleaugment_3.jpg,98723
000006729.jpg,127421
000006732.jpg,127421
000006731.jpg,127421
000006730.jpg,127421
000006732_dalleaugment_1.jpg,127421
000006732_dalleaugment_2.jpg,127421
000006732_dalleaugment_3.jpg,127421
000001406.jpg,307766
000001407.jpg,307766
000001405.jpg,307766
000001404.jpg,307766
000001406_dalleaugment_1.jpg,307766
000001406_dalleaugment_2.jpg,307766
000001406_dalleaugment_3.jpg,307766
000004154.jpg,33196
000004155.jpg,33196
000004152.jpg,33196
000004153.jpg,33196
000004152_dalleaugment_1.jpg,33196
000004152_dalleaugment_2.jpg,33196
000004152_dalleaugment_3.jpg,33196
000004505.jpg,90542
000004504.jpg,90542
000004503.jpg,90542
000004502.jpg,90542
000004503_dalleaugment_1.jpg,90542
000004503_dalleaugment_2.jpg,90542
000004503_dalleaugment_3.jpg,90542
000001964.jpg,14494
000001962.jpg,14494
000001963.jpg,14494
000001961.jpg,14494
000001961_dalleaugment_1.jpg,14494
000001961_dalleaugment_2.jpg,14494
000001961_dalleaugment_3.jpg,14494
000007967.jpg,20665
000007970.jpg,20665
000007969.jpg,20665
000007968.jpg,20665
000007968_dalleaugment_1.jpg,20665
000007968_dalleaugment_2.jpg,20665
000007968_dalleaugment_3.jpg,20665
000007109.jpg,35039
000007111.jpg,35039
000007110.jpg,35039
000007112.jpg,35039
000007111_dalleaugment_1.jpg,35039
000007111_dalleaugment_2.jpg,35039
000007111_dalleaugment_3.jpg,35039
000003120.jpg,200983
000003121.jpg,200983
000003119.jpg,200983
000003118.jpg,200983
000003121_dalleaugment_1.jpg,200983
000003121_dalleaugment_2.jpg,200983
000003121_dalleaugment_3.jpg,200983
000001719.jpg,4438
000001718.jpg,4438
000001716.jpg,4438
000001717.jpg,4438
000001717_dalleaugment_1.jpg,4438
000001717_dalleaugment_2.jpg,4438
000001717_dalleaugment_3.jpg,4438
000000050.jpg,6546
000000051.jpg,6546
000000053.jpg,6546
000000052.jpg,6546
000000052_dalleaugment_1.jpg,6546
000000052_dalleaugment_2.jpg,6546
000000052_dalleaugment_3.jpg,6546
000006470.jpg,6604
000006467.jpg,6604
000006469.jpg,6604
000006468.jpg,6604
000006470_dalleaugment_1.jpg,6604
000006470_dalleaugment_2.jpg,6604
000006470_dalleaugment_3.jpg,6604
000005341.jpg,10807
000005343.jpg,10807
000005342.jpg,10807
000005344.jpg,10807
000005341_dalleaugment_1.jpg,10807
000005341_dalleaugment_2.jpg,10807
000005341_dalleaugment_3.jpg,10807
000004032.jpg,90560
000004033.jpg,90560
000004031.jpg,90560
000004030.jpg,90560
000004031_dalleaugment_1.jpg,90560
000004031_dalleaugment_2.jpg,90560
000004031_dalleaugment_3.jpg,90560
000002060.jpg,309816
000002061.jpg,309816
000002062.jpg,309816
000002059.jpg,309816
000002061_dalleaugment_1.jpg,309816
000002061_dalleaugment_2.jpg,309816
000002061_dalleaugment_3.jpg,309816
000006506.jpg,33229
000006507.jpg,33229
000006509.jpg,33229
000006508.jpg,33229
000006509_dalleaugment_1.jpg,33229
000006509_dalleaugment_2.jpg,33229
000006509_dalleaugment_3.jpg,33229
000002798.jpg,51771
000002795.jpg,51771
000002796.jpg,51771
000002797.jpg,51771
000002795_dalleaugment_1.jpg,51771
000002795_dalleaugment_2.jpg,51771
000002795_dalleaugment_3.jpg,51771
000006164.jpg,16853
000006165.jpg,16853
000006162.jpg,16853
000006163.jpg,16853
000006164_dalleaugment_1.jpg,16853
000006164_dalleaugment_2.jpg,16853
000006164_dalleaugment_3.jpg,16853
000009270.jpg,20943
000009271.jpg,20943
000009273.jpg,20943
000009272.jpg,20943
000009271_dalleaugment_1.jpg,20943
000009271_dalleaugment_2.jpg,20943
000009271_dalleaugment_3.jpg,20943
000003593.jpg,764
000003592.jpg,764
000003595.jpg,764
000003594.jpg,764
000003594_dalleaugment_1.jpg,764
000003594_dalleaugment_2.jpg,764
000003594_dalleaugment_3.jpg,764
000006463.jpg,205293
000006465.jpg,205293
000006464.jpg,205293
000006466.jpg,205293
000006465_dalleaugment_1.jpg,205293
000006465_dalleaugment_2.jpg,205293
000006465_dalleaugment_3.jpg,205293
000007291.jpg,309823
000007290.jpg,309823
000007292.jpg,309823
000007293.jpg,309823
000007291_dalleaugment_1.jpg,309823
000007291_dalleaugment_2.jpg,309823
000007291_dalleaugment_3.jpg,309823
000004659.jpg,41457
000004661.jpg,41457
000004660.jpg,41457
000004661_dalleaugment_1.jpg,41457
000004661_dalleaugment_2.jpg,41457
000004661_dalleaugment_3.jpg,41457
000003925.jpg,309826
000003924.jpg,309826
000003926.jpg,309826
000003927.jpg,309826
000003926_dalleaugment_1.jpg,309826
000003926_dalleaugment_2.jpg,309826
000003926_dalleaugment_3.jpg,309826
000003395.jpg,309327
000003394.jpg,309327
000003396.jpg,309327
000003393.jpg,309327
000003395_dalleaugment_1.jpg,309327
000003395_dalleaugment_2.jpg,309327
000003395_dalleaugment_3.jpg,309327
000003596.jpg,309357
000003597.jpg,309357
000003599.jpg,309357
000003598.jpg,309357
000003596_dalleaugment_1.jpg,309357
000003596_dalleaugment_2.jpg,309357
000003596_dalleaugment_3.jpg,309357
000003356.jpg,28851
000003357.jpg,28851
000003355.jpg,28851
000003358.jpg,28851
000003356_dalleaugment_1.jpg,28851
000003356_dalleaugment_2.jpg,28851
000003356_dalleaugment_3.jpg,28851
000003479.jpg,14543
000003482.jpg,14543
000003481.jpg,14543
000003480.jpg,14543
000003479_dalleaugment_1.jpg,14543
000003479_dalleaugment_2.jpg,14543
000003479_dalleaugment_3.jpg,14543
000003828.jpg,88319
000003826.jpg,88319
000003827.jpg,88319
000003825.jpg,88319
000003826_dalleaugment_1.jpg,88319
000003826_dalleaugment_2.jpg,88319
000003826_dalleaugment_3.jpg,88319
000007368.jpg,86341
000007369.jpg,86341
000007370.jpg,86341
000007367.jpg,86341
000007370_dalleaugment_1.jpg,86341
000007370_dalleaugment_2.jpg,86341
000007370_dalleaugment_3.jpg,86341
000009912.jpg,307614
000009911.jpg,307614
000009910.jpg,307614
000009909.jpg,307614
000009910_dalleaugment_1.jpg,307614
000009910_dalleaugment_2.jpg,307614
000009910_dalleaugment_3.jpg,307614
000005372.jpg,309758
000005370.jpg,309758
000005371.jpg,309758
000005370_dalleaugment_1.jpg,309758
000005370_dalleaugment_2.jpg,309758
000005370_dalleaugment_3.jpg,309758
000003903.jpg,205356
000003904.jpg,205356
000003905.jpg,205356
000003906.jpg,205356
000003903_dalleaugment_1.jpg,205356
000003903_dalleaugment_2.jpg,205356
000003903_dalleaugment_3.jpg,205356
000008062.jpg,198907
000008061.jpg,198907
000008060.jpg,198907
000008059.jpg,198907
000008059_dalleaugment_1.jpg,198907
000008059_dalleaugment_2.jpg,198907
000008059_dalleaugment_3.jpg,198907
000010220.jpg,207147
000010221.jpg,207147
000010222.jpg,207147
000010219.jpg,207147
000010220_dalleaugment_1.jpg,207147
000010220_dalleaugment_2.jpg,207147
000010220_dalleaugment_3.jpg,207147
000005888.jpg,84349
000005889.jpg,84349
000005890.jpg,84349
000005891.jpg,84349
000005891_dalleaugment_1.jpg,84349
000005891_dalleaugment_2.jpg,84349
000005891_dalleaugment_3.jpg,84349
000006119.jpg,31185
000006118.jpg,31185
000006120.jpg,31185
000006121.jpg,31185
000006119_dalleaugment_1.jpg,31185
000006119_dalleaugment_2.jpg,31185
000006119_dalleaugment_3.jpg,31185
000010096.jpg,2894
000010095.jpg,2894
000010094.jpg,2894
000010093.jpg,2894
000010093_dalleaugment_1.jpg,2894
000010093_dalleaugment_2.jpg,2894
000010093_dalleaugment_3.jpg,2894
000007545.jpg,8820
000007546.jpg,8820
000007547.jpg,8820
000007548.jpg,8820
